PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,Cluster
2.9253717951270044,-2.323031040176554,1.5593589925794702,-0.8960127825967574,4.807259109411327,-0.2670002700745269,7.720432217484339,9.921939603483361,-0.21084419317533806,-1.0636780750299353,2.601910099247643,0.7483766203247169,-1.0398652288625492,-2.349619632183725,-2.431741660147812,-5.048504424389579,-1.2412418338575495,-0.09365679152025187,1
3.5102709714536813,1.1146243694344276,-2.926009817249143,1.8207753466200962,-4.651811812636777,11.39661041668046,3.0953263121229164,0.3724093089657535,0.4502429080322172,2.3716956597452246,-1.415547295931334,-1.0839201258290263,0.8427292116777276,-1.19682320073772,0.008949728981268862,0.6222525891966006,-0.632037193426493,0.1181259697204007,2
3.8515686357000556,1.0979658325176282,-3.610252924605019,1.494350453312556,-4.707278587400963,11.558266891364633,2.9304002789908616,0.3121458331551378,1.1829113751304834,2.142665507103591,-1.2268629429441618,-1.2767787338066048,0.07352623891842716,-0.8088863400919223,-0.5759519163624638,0.3081040178436039,-0.09924932067762747,-0.07342947502611735,2
-0.6978587006810916,-1.586842594275237,-0.7394898547129211,-0.585140581069792,2.877095855415303,2.2233109734242533,-1.5848302791465052,-0.7288065916014593,-0.06875461990768227,-1.277220076344152,0.377973557664202,-0.6762381227286515,-1.7982580153568744,1.22818799607544,-0.5782280385707732,-0.18629647534154387,0.8587922594769757,0.6433947347345736,1
-0.8068665777962053,-1.6290716768956555,-0.7920857895461549,-0.4873725330380467,2.823414643930714,2.263313117678811,-1.5704987112995223,-0.7560341633970444,-0.05937586625563018,-1.4713511202805678,0.31421963666665076,-0.53099379753634,-1.8402650508352871,1.2665882001044204,-0.401414940815913,-0.18587682826090962,0.7450158890426966,0.5309671064388521,1
-0.7485266741422223,-1.733797857781743,-0.8997828355087348,-0.6842837659153563,3.108353086400398,2.0989025047097445,-1.2803311997724691,-0.9313071610668882,-0.7014253572781954,-1.0553237393908261,0.9420305676534385,-0.8768194859543815,-1.8314684933370124,0.69125761462851,-1.3005772056886633,0.17190236896276778,1.034933265525405,0.4203290403456426,1
-0.6993556602159569,-1.7074319264164517,-0.8518955813141874,-0.6814525791704492,3.090265721836248,2.1512165459220953,-1.3790300026599998,-0.8794800630410421,-0.5416578350806655,-1.0785549115940067,0.8089313188722193,-0.8620794545378448,-1.8432226583730345,0.8562800677592316,-1.118245327549238,0.07302679816164018,1.0099837093886446,0.5164831172276211,1
-0.6743408827631147,-1.6614329602958757,-0.6702076833855871,-0.6700714405570185,3.1793456493032473,2.0458602554435963,-1.3429343887011516,-0.8855021561111283,-0.8036471557748477,-0.9586816542062528,0.8525749877389641,-0.9058596805906729,-1.6660021919505306,0.6651549518239035,-1.1317656807721461,0.1848193616403266,0.9399129146650641,0.6167937086528568,1
-0.7124738292916697,-1.8160127056992177,-0.9108359419474819,-0.7525320585733624,3.3138092378067063,2.055360594263842,-1.1672985912235578,-1.03095909232008,-1.0781456822685056,-0.8844457460060478,1.2250588563404357,-1.0282437869647754,-1.8369555324200924,0.44478106261126243,-1.6088884740448353,0.3579682604714557,1.1119523324692548,0.40660477029697717,1
-0.7266543677127488,-1.77342136288652,-0.9441959019981694,-0.7029271246840881,3.146888063178137,2.1516643490051153,-1.3011160898442762,-0.9439832962084328,-0.6759731551626103,-1.0618486955584499,0.9599683982544827,-0.8987881976820445,-1.9055151739363487,0.7537783358007498,-1.2966299896706577,0.1542509245528339,1.0621622488830804,0.4230175028886853,1
-2.7652065244668913,0.96734738788207,-0.2980732321230081,0.7657866248040993,-2.0599856387961526,0.13261372801872995,1.3587282941631287,-0.23214435637193312,-1.4117263090813672,-1.0672346840635354,-0.026734325618496677,1.1045741764549024,0.04045623782409944,1.5960840336485518,-0.014933759141529066,-0.2232150328777381,0.13973364298458213,-0.552259169453004,1
-2.5249320435702995,1.0909866867181799,0.01474901683127003,0.61060963759035,-1.8692643744169466,-0.0115999249344026,1.323048395490678,-0.17415485242222867,-1.6358756654130868,-0.6342210217284665,0.05866537165233812,0.8129916968063349,0.30064452329505453,1.4057564807512417,-0.2561676106696459,-0.15498950596735409,0.2531777800952573,-0.19882135262247103,1
-1.2844326080481228,0.5541823519956207,0.06770974877616602,-0.36702690912874647,0.6062913985223423,-0.28443598674515735,-0.8222135151140072,0.3142628796341841,0.19634919103496765,0.5148176726140549,0.35444011825875427,-0.24710599515473156,0.1840034957819513,-0.6582682626135561,-0.9934931005954943,0.26784825871976603,0.3982422314691536,0.18518112452136917,1
2.4667533086421107,3.4325578033589577,1.3488899779260295,-0.9549307289368797,1.2353757183720204,-2.024820680502792,-0.9193787663169206,0.710107292916179,-0.6791248845435868,3.146411791374202,0.5897945904172399,-1.5771045397873715,2.07228912980977,-1.1656633608292404,-2.211102910331118,0.40752638101825817,1.1339797515433352,1.7671319941734744,1
-1.5457540143441453,0.8231873055078172,1.1006065865927823,-0.09880774224897033,-0.3425639309918084,-0.6942870637600294,0.5367000922707975,-0.3453042445851609,-2.114271816649328,-0.01867143427607872,0.28295622206100596,-0.2719409928781672,0.09670110413639874,-0.24737686621892324,-1.395123191740123,0.5657031672106098,-0.3040370884340694,0.8719820193331091,1
-1.6452352061997413,0.5061658423094912,-0.5540134910356898,-0.001555118941975312,-0.17983717798877036,0.3273596792244902,-0.7935935297232899,0.3959757347935852,1.148692130690826,-0.263638661555864,-0.14852254748956598,0.3028809468522968,-0.20503779017847307,0.08546695796327108,-0.16954351375973617,-0.15986248675288228,0.17153699352930263,-0.3163240917898505,1
-1.9947495392594885,0.44995368372595307,-0.5895079327369517,0.526948979950768,-1.0027949845891713,1.0848680093269003,0.5892418011492305,-0.11702759787163503,-0.706269088447393,-0.39375960938575827,0.3888058442545825,0.1658924265264918,-0.33919678848154183,0.7437310065239332,0.686581575177227,-0.2194876976310578,0.08044888648815803,-0.20036505587398967,1
-1.4369772491844435,0.08714613372852537,-0.49120986982483916,-0.038897814898769756,0.390692463949068,0.9023755949224144,-0.8189618092045733,0.13587968158098757,0.690866571164508,-0.47524700189873054,-0.08036351002249342,0.051396606343256546,-0.28823703549090285,0.18760053509998265,-0.2708722510643005,-0.12214602811857678,0.26044705262768447,-0.02218782046535851,1
-1.3582616334663768,0.5950070781313115,-0.3111845864246918,0.21314303928476305,-0.07855742950292306,0.47116052601195624,0.29241812080362417,-0.09795583948689858,-0.7676824252319038,0.36000889772336964,0.5016108023885366,-0.1802155180514878,0.3017278417623697,0.011359912100071265,-0.7518820103034447,0.45526925926306944,0.07193675349671223,-0.20525127043434738,1
0.39265839740109293,2.2550380213446752,0.1527773880223895,0.2932142383070515,-0.2667686466388394,-0.8418898841193321,-1.033430742237845,-0.25211685282651536,-0.473147196905666,-3.09770020600056,-0.6731832113804974,0.8121706272490375,-0.5673284526900688,-2.851496033107105,0.49784463211527663,0.7191248568902019,-2.8100890384743793,0.4504502683733117,1
0.5248843394734537,-1.1765969160264018,-0.1913275888302642,-0.09491513286965522,0.2088226164202684,-1.1290088028306362,3.43583749512116,-3.99057207128504,3.5865373949897563,-0.20876129135057497,-0.24291671163525666,1.6607849502972913,0.45878211313399286,-0.7693292424468341,0.09083478181463593,-1.1821388762784228,0.9543413531188902,2.3417762644188804,0
-0.02427965668279556,-0.42276777312645974,0.5218141251846373,-0.014564705761924854,1.3219057609717366,-0.5819037168729246,3.3705665732160757,5.858768756337351,2.462187281687881,-1.852961958199713,-0.13535219905572257,2.8182728592598814,-0.0953761461301269,-0.836233320002072,3.060975552599041,8.966300996804748,3.940469823831485,1.6602081677574254,1
1.5789134660533581,2.316994387268676,0.6196220445321352,-0.24302375500943035,0.32892279431363075,-1.404647711455932,-0.08894240265703152,-0.11668048367800633,0.6298105927072598,1.508505297662673,-0.3386339794303453,-0.5544077009080388,0.8867790623808326,-0.4012875895640619,-0.8149344156807427,0.48616293848938874,-0.47262383598529917,-0.086451773613635,1
10.300550505896382,8.40340326629149,-3.341070065893354,0.7850737820275184,1.7530060318423273,-0.37090193864041265,-1.0361465113174932,-1.2895404847838237,-2.7229722021253284,-4.141711413425325,0.9324784332059003,0.8989392493820914,-0.38394754329818415,-0.5023095865640202,1.4577467583116184,-0.2593772814622108,0.1430614528176828,0.2315457099388678,5
-0.12169131905819423,2.2172441004972696,-0.46229617359347863,0.16435069621188186,-0.43280024542166323,-0.9946576715119861,-0.7429779157145073,0.5248831902439424,1.1327558623701064,0.08040286559861352,-0.2874370471233553,0.5924877989881397,0.45753276296473816,-0.028804368602901743,-0.21711307611559938,-0.11752971932075455,0.10694701855791439,-0.5491717086529091,1
10.273247459509882,8.342054595899663,-3.340882162425726,0.7566851210588768,1.8093299375253604,-0.3652411225262911,-1.0001512097477012,-1.3149730361100778,-2.817396055949499,-4.081816863844237,1.0049130586977342,0.8511631030459933,-0.39789001367621335,-0.5624934966730655,1.3554074331028438,-0.2037916242567095,0.16339922833261047,0.22837444335820634,5
2.008254027278055,3.1645296871182818,-0.019561351255601055,-0.17347633473762597,0.22417912840825283,-1.3622748378614886,-0.8045657471350874,0.3515592977331254,0.6131508406865741,0.8727847452355193,-0.2404455473896646,-0.22121326704459204,0.6446783862697772,-0.1232581000309595,-1.051963331471124,0.07135847226343234,0.1481935196706552,0.24309877275891856,1
1.7821969888518996,-0.2862018711760008,2.909455967651031,-0.3039868743751857,-0.1350026999864092,-1.2466647398268016,0.42966050379518916,-0.10608923404189913,0.521548215941548,1.6007711776173215,-1.3749741447539112,-2.5986219642914334,0.010154783644509778,0.9183559400003121,1.0426469705347778,0.2733353726433262,-0.48164392827348296,0.3960984571050964,1
-1.5957637618692895,0.5210681779489844,0.4685482546754062,0.14970837236165555,-0.5849251408981405,-0.3499813383650575,-0.7659462302497215,0.023952070735416286,0.7935648129251207,-1.2768580522025574,-0.8252151690042552,0.2537590285652491,-0.7152710161981416,-1.5746656520391358,-0.5143786559187402,0.5768766870493383,-1.879962238218136,0.07062015736270381,1
1.3974058994093281,1.6271897753941564,-0.09879104812238741,0.05481329927733573,0.013807944288658006,-1.2896611932559956,0.19616276156650309,0.9181230094755,1.7534686139608104,1.7273718799902447,-0.7359224722422143,-2.406378410286349,-1.3823754976389644,4.160536450971588,1.3604642530627011,0.7804022360491945,-3.242293752388082,1.730684293890493,1
-1.2777383236945248,-0.028935403480238858,0.8416995459261977,0.019061271298576075,0.0984098272190444,0.23502675337273182,-1.0541328609443918,-0.4066897019070955,0.12914670536863063,-1.906533041769221,-0.6648062161481071,-0.46507825121395563,-1.8778024983562895,-1.7371162443798218,-1.3012193803502319,0.7868433676744627,-1.9911392393654406,1.3792959123872146,1
-1.3914600535059773,0.5627382607657369,0.5472386315492571,-0.03368160210506548,-0.4461739974250196,-0.3927273363215952,-0.7918776161826645,0.051775960131187224,0.7473009640252424,-0.9390338941301395,-0.6872633761048828,-0.022850271893169214,-0.6693121339162144,-1.6370155002558313,-0.8506228507196746,0.5842348458219239,-1.6631945063172116,0.273232395899469,1
-1.6785056907248368,0.42509707664054674,0.7473863397947466,0.17483093880255887,-0.6706687866921789,-0.23305802202910728,0.017171538368565758,-0.435722583346218,-0.7710872163612161,-1.3906257417239345,-0.5186587154219059,0.13266237779104798,-0.88157756669466,-0.6086641595896581,-0.7579528103725721,0.5465565943893294,-1.5556430630741216,0.4681574242452339,1
